,n_estimators,learning_rate,test_score,train_score,max_depth,fit_time
186,25,0.95,0.657928109109886,0.6576983455994481,2,63.75466532707215
168,22,0.95,0.6575636793718682,0.6572896019594768,2,57.76676440238953
220,30,0.96,0.6548601780806688,0.6558740644165688,3,102.77154469490051
330,49,0.95,0.6531389837400682,0.6529831839255016,2,87.9288489818573
306,45,0.95,0.6528048816394098,0.6526607997255948,2,85.0165237903595
312,46,0.95,0.6527847993857897,0.6526483150032657,2,86.26331577301025
300,44,0.95,0.6527622617203501,0.6526200477569724,2,85.22331457138061
288,42,0.95,0.6525708797580729,0.6524166723006856,2,83.78361620903016
282,41,0.95,0.6525107451176059,0.6523630568393965,2,83.33473291397095
294,43,0.95,0.6523791637652335,0.6521879826698557,2,84.15599775314331
390,59,0.95,0.6490385346033487,0.6489624328536285,2,91.9530680179596
378,57,0.95,0.6488022898625613,0.6487195599088398,2,91.895090341568
372,56,0.95,0.6487395707871145,0.6486811634230725,2,91.55171756744384
360,54,0.95,0.6486882967054548,0.648617736314255,2,90.63330712318421
348,52,0.95,0.6486704780016807,0.6486025378664527,2,88.1632878303528
366,55,0.95,0.648627084019073,0.6485472071080383,2,90.82191042900084
342,51,0.95,0.648607377798019,0.6485077114011577,2,87.69112820625305
336,50,0.95,0.6485513245224995,0.6484767222832986,2,87.24212441444395
354,53,0.95,0.6484757019498038,0.6483798147219805,2,90.13301515579224
318,47,0.95,0.6477212039322694,0.6476465478608746,2,86.28808460235595
324,48,0.95,0.6477135605262612,0.6476467588531625,2,86.30163140296936
384,58,0.95,0.6476466188714618,0.6476402654689238,2,104.35920739173888
232,32,0.96,0.6359145459279533,0.6363424156355985,3,108.95847578048706
223,31,0.95,0.6286414321069099,0.6300573265931068,3,106.02668657302857
229,32,0.95,0.6263062545475439,0.6277546412254139,3,109.09757170677184
226,31,0.96,0.6225328798526351,0.62389085502437,3,105.82107501029968
235,33,0.95,0.6096401010516651,0.6111951623450411,3,112.14376821517945
241,34,0.95,0.6027654498245725,0.6042375199090595,3,115.29147124290466
247,35,0.95,0.6019773343390231,0.6034741625598008,3,118.0520399570465
238,33,0.96,0.5994986451849861,0.600344315504335,3,111.88892841339113
244,34,0.96,0.5918564206819253,0.5927128693491593,3,114.8077409744263
250,35,0.96,0.5895590242998352,0.5904039041512823,3,118.26401319503785
253,36,0.95,0.5845747173524085,0.585870581398279,3,121.2428216457367
259,37,0.95,0.5803821497549022,0.5815160287096894,3,126.03580703735352
265,38,0.95,0.5792333554439629,0.5805687496976228,3,127.08422307968142
271,39,0.95,0.5766891169909105,0.5780167886082591,3,129.77120218276977
262,37,0.96,0.5759604724793441,0.5766563828869279,3,124.31267313957214
256,36,0.96,0.5711475212282998,0.5720752740789956,3,122.79273352622984
277,40,0.95,0.5531586267024877,0.5540132380391066,3,132.96020908355712
283,41,0.95,0.5499527514248245,0.5508237445415227,3,135.6629889011383
268,38,0.96,0.5460751670078869,0.5468337971320023,3,126.8309637069702
289,42,0.95,0.5438903966342461,0.5445661697121125,3,138.6635277748108
274,39,0.96,0.5358202820306088,0.5365905330860113,3,130.00695824623108
295,43,0.95,0.5235537177246037,0.5235595071445249,3,141.97249946594238
301,44,0.95,0.5206234324861995,0.5206428456043044,3,144.17931685447692
307,45,0.95,0.5166184107952819,0.5166873759199412,3,147.17928047180175
286,41,0.96,0.5133713674671597,0.5139694581567839,3,135.5556094646454
280,40,0.96,0.5115766230386265,0.5122681706274166,3,132.42713718414308
313,46,0.95,0.5034509672348298,0.5035448876154989,3,153.67612128257753
319,47,0.95,0.4952290244488322,0.4953070878963277,3,152.70852184295651
292,42,0.96,0.4904357929210773,0.4907819939645412,3,138.41289606094358
325,48,0.95,0.4875205064603401,0.4876991534059254,3,155.49019007682801
298,43,0.96,0.4872513616949419,0.4874377330893504,3,143.45910310745242
331,49,0.95,0.4862466036471574,0.4863952480878577,3,158.44433927536008
304,44,0.96,0.4840969342314954,0.4843391746907729,3,143.94645342826843
337,50,0.95,0.4812928404227597,0.4814316266128487,3,160.98118238449098
343,51,0.95,0.4748000415533654,0.4750427934375013,3,163.81140346527098
310,45,0.96,0.4690184685473147,0.4692030570118421,3,146.59551219940187
349,52,0.95,0.4668810644084306,0.466971889917709,3,166.8269323825836
316,46,0.96,0.46402069164553,0.4642602288052962,3,150.22260437011718
322,47,0.96,0.4615855442676154,0.4616620812406838,3,152.19998755455018
328,48,0.96,0.4596831048476426,0.4597918808283584,3,156.01694688796997
355,53,0.95,0.4564206304426959,0.4564528436064525,3,172.00600719451904
367,55,0.95,0.4546445382084838,0.4547758992298071,3,177.24132299423218
334,49,0.96,0.4525110150013655,0.45257245340651603,3,158.09866518974303
340,50,0.96,0.44042312593546384,0.44047589545028576,3,160.42146673202515
361,54,0.95,0.4390871158955065,0.4393779656276281,3,174.51518273353577
346,51,0.96,0.4319545034995652,0.4318039461798796,3,163.16179852485658
358,53,0.96,0.4318254315509925,0.4318842947711065,3,171.2394501209259
364,54,0.96,0.43023828498030026,0.43046909665110056,3,174.03302507400514
352,52,0.96,0.4290453571413321,0.4292023923284455,3,169.02132787704468
370,55,0.96,0.4238215771944625,0.42390651477819546,3,177.21910743713383
373,56,0.95,0.42215676199129737,0.4224842256745239,3,179.8695136070251
376,56,0.96,0.41009322208866816,0.4101542176335218,3,179.54518847465516
382,57,0.96,0.403391922213031,0.40350689386225697,3,183.09151701927186
391,59,0.95,0.39841066103724615,0.3986226892568761,3,195.81504321098328
394,59,0.96,0.39710664719092187,0.3971610563498527,3,196.5187016487121
379,57,0.95,0.39697590253833576,0.3970426319410197,3,183.1149827957153
388,58,0.96,0.39664463685376095,0.3966489254047365,3,183.46473999023442
385,58,0.95,0.3947388073842781,0.3955207436056343,3,207.82273659706115
